Trial,Cores,Implementation,Nanos/Op,Total,Rlen
0,17,plain add,40.3,211057800,1.0
1,17,plain add,40.2,211467600,1.0
2,17,plain add,40.2,211088400,1.0
3,17,plain add,40.2,211461400,1.0
4,17,plain add,40.2,211462400,1.0
5,17,plain add,40.2,211485200,1.0
6,17,plain add,40.2,211285000,1.0
7,17,plain add,40.2,211372600,1.0
8,17,plain add,40.2,211283400,1.0
9,17,plain add,40.2,211317400,1.0
10,17,plain add,40.1,211765400,1.0
11,17,plain add,40.1,211755400,1.0
12,17,plain add,40.2,211305200,1.0
13,17,plain add,40.2,211258800,1.0
14,17,plain add,40.1,211522400,1.0
0,18,plain add,42.6,211254800,1.0
1,18,plain add,42.6,211380000,1.0
2,18,plain add,42.6,211398600,1.0
3,18,plain add,42.6,211441800,1.0
4,18,plain add,42.6,211145000,1.0
5,18,plain add,42.5,211478800,1.0
6,18,plain add,42.6,211523400,1.0
7,18,plain add,42.6,211314800,1.0
8,18,plain add,42.5,211432600,1.0
9,18,plain add,42.5,211394400,1.0
10,18,plain add,42.5,211532800,1.0
11,18,plain add,42.6,211491800,1.0
12,18,plain add,42.6,211251800,1.0
13,18,plain add,42.6,211085400,1.0
14,18,plain add,42.5,211261000,1.0
0,17,tls add,3.6,2328209200,1.0
1,17,tls add,3.6,2328220200,1.0
2,17,tls add,3.6,2328451200,1.0
3,17,tls add,3.6,2327825600,1.0
4,17,tls add,3.6,2328381600,1.0
5,17,tls add,3.6,2328305400,1.0
6,17,tls add,3.6,2328865600,1.0
7,17,tls add,3.6,2328178000,1.0
8,17,tls add,3.6,2327876000,1.0
9,17,tls add,3.7,2328460000,1.0
10,17,tls add,3.6,2328352800,1.0
11,17,tls add,3.6,2328267400,1.0
12,17,tls add,3.6,2328383000,1.0
13,17,tls add,3.6,2328574000,1.0
14,17,tls add,3.6,2328611200,1.0
0,18,tls add,3.9,2328225800,1.0
1,18,tls add,3.9,2328126600,1.0
2,18,tls add,3.9,2328328200,1.0
3,18,tls add,3.9,2328370800,1.0
4,18,tls add,3.9,2328407000,1.0
5,18,tls add,3.8,2338031600,1.0
6,18,tls add,3.9,2328236400,1.0
7,18,tls add,3.9,2328028000,1.0
8,18,tls add,3.9,2327989600,1.0
9,18,tls add,3.9,2328693800,1.0
10,18,tls add,3.9,2328477400,1.0
11,18,tls add,3.9,2328555600,1.0
12,18,tls add,3.9,2328375200,1.0
13,18,tls add,3.9,2328561400,1.0
14,18,tls add,3.9,2328552800,1.0
0,17,atomic add,150.8,56337400,1.0
1,17,atomic add,150.8,56350200,1.0
2,17,atomic add,150.9,56288800,1.0
3,17,atomic add,150.8,56328200,1.0
4,17,atomic add,150.8,56365400,1.0
5,17,atomic add,150.8,56325600,1.0
6,17,atomic add,150.9,56284400,1.0
7,17,atomic add,151.0,56279400,1.0
8,17,atomic add,151.0,56274600,1.0
9,17,atomic add,150.8,56283000,1.0
10,17,atomic add,151.2,56223600,1.0
11,17,atomic add,150.8,56329400,1.0
12,17,atomic add,151.1,56261600,1.0
13,17,atomic add,151.0,56234400,1.0
14,17,atomic add,150.8,56244600,1.0
0,18,atomic add,160.0,56250800,1.0
1,18,atomic add,159.7,56316800,1.0
2,18,atomic add,159.7,56317400,1.0
3,18,atomic add,159.6,56278000,1.0
4,18,atomic add,159.6,56330200,1.0
5,18,atomic add,159.7,56248200,1.0
6,18,atomic add,159.6,56327200,1.0
7,18,atomic add,159.8,56330000,1.0
8,18,atomic add,159.7,56299200,1.0
9,18,atomic add,159.9,56261200,1.0
10,18,atomic add,159.9,56277000,1.0
11,18,atomic add,159.5,56290200,1.0
12,18,atomic add,159.7,56310800,1.0
13,18,atomic add,159.7,56264600,1.0
14,18,atomic add,159.3,56332200,1.0
0,17,cas add,569.3,14924000,1.0
1,17,cas add,570.0,14899200,1.0
2,17,cas add,569.9,14908000,1.0
3,17,cas add,571.3,14872400,1.0
4,17,cas add,570.4,14895200,1.0
5,17,cas add,570.0,14914200,1.0
6,17,cas add,569.4,14922000,1.0
7,17,cas add,570.3,14899600,1.0
8,17,cas add,569.1,14915400,1.0
9,17,cas add,569.5,14919400,1.0
10,17,cas add,570.2,14901000,1.0
11,17,cas add,569.6,14901600,1.0
12,17,cas add,569.8,14901000,1.0
13,17,cas add,568.7,14939600,1.0
14,17,cas add,569.9,14889000,1.0
0,18,cas add,604.1,14885400,1.0
1,18,cas add,603.3,14899600,1.0
2,18,cas add,604.7,14878400,1.0
3,18,cas add,603.0,14907600,1.0
4,18,cas add,602.2,14926200,1.0
5,18,cas add,604.7,14889800,1.0
6,18,cas add,603.0,14905600,1.0
7,18,cas add,603.7,14881600,1.0
8,18,cas add,603.6,14892400,1.0
9,18,cas add,603.8,14899600,1.0
10,18,cas add,603.6,14910200,1.0
11,18,cas add,602.5,14926200,1.0
12,18,cas add,604.2,14889800,1.0
13,18,cas add,603.0,14920400,1.0
14,18,cas add,601.5,14918400,1.0
0,17,cas multi,9.3,916923800,1.0
1,17,cas multi,9.3,916915000,1.0
2,17,cas multi,9.3,916962400,1.0
3,17,cas multi,9.3,916908400,1.0
4,17,cas multi,9.3,916959400,1.0
5,17,cas multi,9.3,916906400,1.0
6,17,cas multi,9.3,916957600,1.0
7,17,cas multi,9.3,916901800,1.0
8,17,cas multi,9.3,916949600,1.0
9,17,cas multi,9.3,916909200,1.0
10,17,cas multi,9.3,916955200,1.0
11,17,cas multi,9.3,916910000,1.0
12,17,cas multi,9.3,916950800,1.0
13,17,cas multi,9.3,916915600,1.0
14,17,cas multi,9.3,916960800,1.0
0,18,cas multi,9.8,916913800,1.0
1,18,cas multi,9.8,916896600,1.0
2,18,cas multi,9.8,916958000,1.0
3,18,cas multi,9.8,916900800,1.0
4,18,cas multi,9.8,916965600,1.0
5,18,cas multi,9.8,916887800,1.0
6,18,cas multi,9.8,916955600,1.0
7,18,cas multi,9.8,916896400,1.0
8,18,cas multi,9.8,916966600,1.0
9,18,cas multi,9.8,916901800,1.0
10,18,cas multi,9.8,916968600,1.0
11,18,cas multi,9.8,916892400,1.0
12,18,cas multi,9.8,916968000,1.0
13,18,cas multi,9.8,915823000,1.0
14,18,cas multi,9.8,916842000,1.0
0,17,mutex add,2292.3,3713800,1.0
1,17,mutex add,2298.6,3705600,1.0
2,17,mutex add,2291.3,3717400,1.0
3,17,mutex add,2296.2,3707800,1.0
4,17,mutex add,2295.4,3711200,1.0
5,17,mutex add,2298.4,3706000,1.0
6,17,mutex add,2291.8,3714800,1.0
7,17,mutex add,2294.9,3710000,1.0
8,17,mutex add,2299.9,3702000,1.0
9,17,mutex add,2295.7,3710600,1.0
10,17,mutex add,2294.7,3710200,1.0
11,17,mutex add,2295.8,3708200,1.0
12,17,mutex add,2292.9,3713000,1.0
13,17,mutex add,2295.4,3710800,1.0
14,17,mutex add,2289.3,3714400,1.0
0,18,mutex add,2425.3,3723200,1.0
1,18,mutex add,2423.5,3724200,1.0
2,18,mutex add,2426.5,3721600,1.0
3,18,mutex add,2428.6,3716600,1.0
4,18,mutex add,2433.9,3710400,1.0
5,18,mutex add,2427.7,3717800,1.0
6,18,mutex add,2423.7,3722800,1.0
7,18,mutex add,2426.8,3721000,1.0
8,18,mutex add,2427.2,3720600,1.0
9,18,mutex add,2428.1,3718600,1.0
10,18,mutex add,2425.8,3720800,1.0
11,18,mutex add,2428.6,3718200,1.0
12,18,mutex add,2429.9,3717800,1.0
13,18,mutex add,2428.5,3718400,1.0
14,18,mutex add,2428.3,3707800,1.0
0,17,pure spin,4386.7,1937800,1.0
1,17,pure spin,4995.0,1716200,1.0
2,17,pure spin,4474.6,1898800,1.0
3,17,pure spin,4898.9,1734400,1.0
4,17,pure spin,5141.8,1652400,1.0
5,17,pure spin,5196.6,1635000,1.0
6,17,pure spin,5044.8,1684200,1.0
7,17,pure spin,4157.6,2044600,1.0
8,17,pure spin,4356.6,1950200,1.0
9,17,pure spin,4353.0,1952800,1.0
10,17,pure spin,4579.4,1855400,1.0
11,17,pure spin,4351.9,1954200,1.0
12,17,pure spin,4340.6,1957400,1.0
13,17,pure spin,4619.7,1840000,1.0
